Idiom,Sense,Idiomatic_Sent,Literal_Sent,Idiomatic_Label,Literal_Label
turn turtle,to turn on one's side or upside down,The automobile turned turtle on the highway when the storm got too strong .,The automobile turned upside down on the highway when the storm got too strong .,O O O B O O O O O O O O O O,O O O B I O O O O O O O O O O
turn turtle,to turn on one's side or upside down,The insect turned turtle and that was it .,The insect turned upside down and that was it .,O O O B O O O O O,O O O B I O O O O O
turn turtle,to turn on one's side or upside down,The ship turned turtle and unfortunately no one on board could be saved .,The ship capsized and unfortunately no one on board could be saved .,O O B I O O O O O O O O O O,O O B O O O O O O O O O O
turn turtle,to turn on one's side or upside down,The Katrina storm was so bad that many houses and cars turned turtle in its wake .,The Katrina storm was so bad that many houses and cars turned upside down in its wake .,O O O O O O O O O O O O B O O O O,O O O O O O O O O O O O B I O O O O
turn turtle,to turn on one's side or upside down,"I lost my laptop in an accident where we had collided with the curb and the car turned turtle and Luckily , that was all we lost .","I lost my laptop in an accident where we had collided with the curb and the car turned upside down and Luckily , that was all we lost .",O O O O O O O O O O O O O O O O O O B O O O O O O O O O,O O O O O O O O O O O O O O O O O O B I O O O O O O O O O
over the top,"excessive, exaggerated",The company had gone over the top with its projections of growth in the current year .,The company had gone over its projections of growth in the current year .,O O O O O O B I O O O O O O O O O,O O O O O O O O O O O O O O
over the top,"excessive, exaggerated",The arrangements for the party was way over the top .,The arrangements for the party was too extreme .,O O O O O O B I O I O,O O O O O O B I O
over the top,"excessive, exaggerated",He went over the top with the numbers in his report .,He was excessive with the numbers in his report .,O B I O I O O O O O O O,O B I O O O O O O O
over the top,"excessive, exaggerated",He has a habit if going over the top whenever he is out with his friends .,He has a habit of exaggerating whenever he is out with his friends .,O O O O B I I I I O O O O O O O O,O O O O B I O O O O O O O O
a piece of cake,very easy task,"Do n't worry , Sophie - this job interview will be a piece of cake for you - you have all the skills they need and I think you 're absolutely the best candidate .","Do n't worry , Sophie - this job interview will be easy for you - you have all the skills they need and I think you 're absolutely the best candidate .",O O O O O O O O O O O B I I I O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O
a piece of cake,very easy task,"They said the test would be difficult , but it was a piece of cake - I 'll pass with no problem at all .","They said the test would be difficult , but it was easy - I 'll pass with no problem at all .",O O O O O O O O O O O B I I I O O O O O O O O O O,O O O O O O O O O O O B O O O O O O O O O O
a piece of cake,very easy task,Do n't think that this term 's work will be a piece of cake - you 'll have to study hard to get good grades .,Do n't think that this term 's work will be straightforward - you 'll have to study hard to get good grades .,O O O O O O O O O O B I I I O O O O O O O O O O O O,O O O O O O O O O O B O O O O O O O O O O O O
a piece of cake,very easy task,"Giving Maria a make-over was a piece of cake , because she 's so naturally beautiful .","Giving Maria a make-over was effortless , because she 's so naturally beautiful .",O O O O O O B I I O O O O O O O O,O O O O O B O O O O O O O O
bankers' hours,short working hours,"He 's working banker 's hours today , he has to leave for a doctor 's appointment after lunch .","He 's working a short day today , he has to leave for a doctor 's appointment after lunch .",O O O B O I O O O O O O O O O O O O O O,O O O O B I O O O O O O O O O O O O O O
bankers' hours,short working hours,"I wish my job was an easy one , which required banker 's hours .","I wish my job was an easy one , which required working a short day .",O O O O O O O O O O O B I I O,O O O O O O O O O O O B I I I O
bankers' hours,short working hours,Does that department do any work ? They seems to be doing banker 's hours .,Does that department do any work ? They seems to work such short hours .,O O O O O O O O O O B I I I O O,O O O O O O O O O O O B I O O
bankers' hours,short working hours,He is so efficient at his work that he only requires to work banker 's hours .,He is so efficient at his work that he only requires to start late and end early at work .,O O O O O O O O O O O O O B I I O,O O O O O O O O O O O O B I I I I O O O
walk on eggshell,to be careful about one's words or actions around another person,"Whenever Lisa is around the house , everyone has to walk on eggshells around her in order not to get her annoyed .","Whenever Lisa is around the house , everyone has to be careful around her in order not to get her annoyed .",O O O O O O O O O O B I I O O O O O O O O O O,O O O O O O O O O O B I O O O O O O O O O O
walk on eggshell,to be careful about one's words or actions around another person,"With my mom , I always feel like I am walking around on eggshells","With my mom , I always feel like I am having to be cautious",O O O O O O O O O O B I I I,O O O O O O O O O O B I I I
walk on eggshell,to be careful about one's words or actions around another person,Mary is very opinionated and so she does n't understand why she has to walk on eggshells around her aunt .,Mary is very opinionated and so she does n't understand why she has to be cautious around her aunt .,O O O O O O O O O O O O O O B I I O O O O,O O O O O O O O O O O O O O B I O O O O
walk on eggshell,to be careful about one's words or actions around another person,I make it a habit not to walk on eggshells around my friends .,I make it a habit not to be careful around my friends .,O O O O O O O B I I O O O O,O O O O O O O B I O O O O
harp on,To speak continuously about something that is not interesting,He kept harping on about something and I had stopped paying attention a long while back .,He kept talking on about something that was n't interesting and I had stopped paying attention a long while back .,O O B O O O O O O O O O O O O O O,O O B O O O I I I I O O O O O O O O O O O
harp on,To speak continuously about something that is not interesting,Her daughter kept harping on about buying that toy but she did not budge .,Her daughter kept talking about buying that toy but she did not budge .,O O O B I O O O O O O O O O O,O O O B O O O O O O O O O O
harp on,To speak continuously about something that is not interesting,"I do n't like people that harp on about the past , it is better to live in the present .","I do n't like people that talk too much about the past , it is better to live in the present .",O O O O O O B I O O O O O O O O O O O O O,O O O O O O B I I O O O O O O O O O O O O O
harp on,To speak continuously about something that is not interesting,He needs to understand that his daughters are now teenagers and He ca n't just harp on about rules now .,He needs to understand that his daughters are now teenagers and He ca n't just go on about rules now .,O O O O O O O O O O O O O O O B O O O O O,O O O O O O O O O O O O O O O B O O O O O
as mad as a hatter,it refers to someone being completely crazy,My boss becomes as mad as a hatter when the work is not completed correctly and submitted on time .,My boss becomes insane when the work is not completed correctly and submitted on time .,O O O B I I I I O O O O O O O O O O O O,O O O B O O O O O O O O O O O O
as mad as a hatter,it refers to someone being completely crazy,The assignment that the student completed was so bad that the teacher got as mad as a hatter .,The assignment that the student completed was so bad that the teacher went crazy .,O O O O O O O O O O O O B I I I I I O,O O O O O O O O O O O O B I O
as mad as a hatter,it refers to someone being completely crazy,The doctor was as mad as a hatter seeing that the patient had not adhered to the strict diet that he was to follow .,The doctor was extremely mad seeing that the patient had not adhered to the strict diet that he was to follow .,O O O B O I I I O O O O O O O O O O O O O O O O O,O O O B O O O O O O O O O O O O O O O O O O
clean sweep,"a very impressive victory in a competition, election etc",In Year 2014 Mr and Narendra Modi made a clean sweep the Congress Party and became the Prime Minister .,In Year 2014 Mr and Narendra Modi defeated the Congress Party and became the Prime Minister .,O O O O O O O B I I I O O O O O O O O O,O O O O O O O B O O O O O O O O O
clean sweep,"a very impressive victory in a competition, election etc","India clean sweeps Pakistan and snatched the precious prizes in Cricket match held in Birmigham , UK .","India defeats Pakistan and snatched the precious prizes in Cricket match held in Birmigham , UK .",O B I O O O O O O O O O O O O O O O,O B O O O O O O O O O O O O O O O
dig heels in,to be firm and resolute about something,The businessman was digging heels about buying these stocks even though all of his business partners were against it .,The businessman was stern about buying these stocks even though all of his business partners were against it .,O O O B I O O O O O O O O O O O O O O O,O O O B O O O O O O O O O O O O O O O
dig heels in,to be firm and resolute about something,"Although it would have been easier to fly to the destination , my uncle dug heels on going by train because it would be cheaper .","Although it would have been easier to fly to the destination , my uncle stressed going by train because it would be cheaper .",O O O O O O O O O O O O O O B I I O O O O O O O O O,O O O O O O O O O O O O O O B O O O O O O O O O
dig heels in,to be firm and resolute about something,The politician dug heels about making the whole agenda about women 's safety this time .,The politician took a firm stance about making the whole agenda about women 's safety this time .,O O B I O O O O O O O O O O O O,O O B I I I O O O O O O O O O O O O
dig heels in,to be firm and resolute about something,I was digging heels to enter into the commerce stream even though my family wanted me to go for science .,I was firm by my decision to enter into the commerce stream even though my family wanted me to go for science .,O O B I O O O O O O O O O O O O O O O O O,O O B I O I O O O O O O O O O O O O O O O O O
just in case,as a way of being safe from something that might happen or might be true,The cake was ordered just in case the desert that she made did not turn up well .,The cake was ordered as a precaution if the desert that she made did not turn up well .,O O O O B I I O O O O O O O O O O O,O O O O B I I I O O O O O O O O O O O
just in case,as a way of being safe from something that might happen or might be true,He called the doctor just in case he was still in the clinic .,He called the doctor as an alternative if he was still in the clinic .,O O O O B O I O O O O O O O,O O O O B I I I O O O O O O O
just in case,as a way of being safe from something that might happen or might be true,My father came all the way to see me in college just in case I needed something and did not ask it from him .,My father came all the way to see me in college as a precaution if I needed something and did not ask it from him .,O O O O O O O O O O O B O I O O O O O O O O O O O,O O O O O O O O O O O B I I I O O O O O O O O O O O
just in case,as a way of being safe from something that might happen or might be true,Mother would always make some extra food everyday just in case a guest was to arrive .,Mother would always make some extra food everyday as a precaution if a guest was to arrive .,O O O O O O O O B I I O O O O O O,O O O O O O O O B O I I O O O O O O
just in case,as a way of being safe from something that might happen or might be true,"Just in case you do n't know , these are the signs that a predator is around somewhere .","If you do n't know , these are the signs that a predator is around somewhere .",B I I O O O O O O O O O O O O O O O O,B O O O O O O O O O O O O O O O O
just in case,as a way of being safe from something that might happen or might be true,Do you know that he arranged for the funds just in case you decided to go ahead with the plan ?,Do you know that he arranged for the funds as an alternative in case you decided to go ahead with the plan ?,O O O O O O O O O B O O O O O O O O O O O,O O O O O O O O O B I I O O O O O O O O O O O
apples to oranges,the items that cannot be compared with each other,We can not compare Sara and Salina and They are apples and oranges .,We can not compare Sara and Salina and They are very different .,O O O O O O O O O O B O I O,O O O O O O O O O O B I O
apples to oranges,the items that cannot be compared with each other,"Our new chef is just amazing while the previous one was not skilled , they are apples and oranges .","Our new chef is just amazing while the previous one was not skilled , they are of two different classes .",O O O O O O O O O O O O O O O O B I I O,O O O O O O O O O O O O O O O O B I I I O
apples to oranges,the items that cannot be compared with each other,"They were twins , but apples and oranges .","They were twins , but not at all identical .",O O O O O B I I O,O O O O O B I I I O
apples to oranges,the items that cannot be compared with each other,To compare Italian food with Mexican food is to compare apples with oranges .,To compare Italian food with Mexican food is an unfair comparison .,O O O O O O O O B O I O I O,O O O O O O O O B I I O
yellow streak, people who aren't courageous,Ginna 's got a yellow streak which shows up the moment she is asked to stand up against Nick .,Ginna has a tendancy to be fainthearted which shows up the moment she is asked to stand up against Nick .,O B I O I I O O O O O O O O O O O O O O,O B O I O I I O O O O O O O O O O O O O O
yellow streak, people who aren't courageous,"Why do n't you just go and get rid of the yellow streak , huh ?","Why do n't you just go and stop being so cowardly , huh ?",O O O O O O O B I I I I I O O O,O O O O O O O B I I I O O O
yellow streak, people who aren't courageous,She has developed a yellow streak in college due to all the competition and pressure she is dealing with .,She has developed a lacking in courage in college due to all the competition and pressure she is dealing with .,O O O O B I O O O O O O O O O O O O O O,O O O O B O I O O O O O O O O O O O O O O
yellow streak, people who aren't courageous,My cousin says that his yellow streak is a plus point for him as it keeps him sane and saves him from getting into any trouble .,My cousin says that his cowardness is a plus point for him as it keeps him sane and saves him from getting into any trouble .,O O O O O B I O O O O O O O O O O O O O O O O O O O O,O O O O O B O O O O O O O O O O O O O O O O O O O O
yellow streak, people who aren't courageous,Edward developed a yellow streak after his parents divorce .,Edward developed a shy personality after his parents divorce .,O O O B I O O O O O,O O O B I O O O O O
every nook and cranny,every part of a place,"The lawyers searched every nook and cranny to find more evidence but alas , there was none .","The lawyers searched every place to find more evidence but alas , there was none .",O O O O B I I O O O O O O O O O O O,O O O O B O O O O O O O O O O O
every nook and cranny,every part of a place,The divers searched every nook and cranny of the river bed but could not find his body .,The divers searched every area of the river bed but could not find his body .,O O O O B I I O O O O O O O O O O O,O O O O B O O O O O O O O O O O
every nook and cranny,every part of a place,Their search for the perfect groom went on to every nook and cranny before they finally found a suitable match for their daughter .,Their search for the perfect groom went on to even the smallest places before they finally found a suitable match for their daughter .,O O O O O O O O O B I I I O O O O O O O O O O O,O O O O O O O O O B O I I O O O O O O O O O O O
every nook and cranny,every part of a place,My toddler gets into every nook and cranny of the house and finds something that she can break each time .,My toddler gets into every place in the house and finds something that she can break each time .,O O O O O B O I I O O O O O O O O O O O O,O O O O O B I O O O O O O O O O O O O
a voice crying in the wilderness,to say something that is not considered acceptable by a group or a society,The tales are interesting if you are into that kind of thing but for me it is like listening to a voice crying in the wilderness .,The tales are interesting if you are into that kind of thing but for me it is like listening to an antisocial voice .,O O O O O O O O O O O O O O O O O O O O B O I I I I O,O O O O O O O O O O O O O O O O O O O O B I O O
a voice crying in the wilderness,to say something that is not considered acceptable by a group or a society,"Even though he is one of the most renowned physics teacher , his opinion was like a voice crying in the wilderness in this project .","Even though he is one of the most renowned physics teacher , his opinion was not generally accepted in this project .",O O O O O O O O O O O O O O O B I I I O O I O O O O,O O O O O O O O O O O O O O O B I I O O O O
a voice crying in the wilderness,to say something that is not considered acceptable by a group or a society,I feel like a voice crying in the wilderness when I am trying to talk to my parents to move to the city with me .,I feel like a person saying something unpopular when I am trying to talk to my parents to move to the city with me .,O O O O B I I O I O O O O O O O O O O O O O O O O O,O O O O B I I I O O O O O O O O O O O O O O O O O
belly up,shut down a business,Many companies went belly up during the great inflation .,Many companies went bankrupt during the great inflation .,O O O B I O O O O O,O O O B O O O O O
belly up,shut down a business,The builder went belly up after having lost his case to the government .,The builder went bankrupt after having lost his case to the government .,O O O B I O O O O O O O O O,O O O B O O O O O O O O O
belly up,to fail,The new restaurant in town went belly up just after a month of its inauguration .,The new restaurant in town went failed just after a month of its inauguration .,O O O O O O B I O O O O O O O O,O O O O O O B O O O O O O O O
belly up,to fail,His failed dream of being a singer has gone belly up .,His failed dream of being a singer has gone ended .,O O O O O O O O O B I O,O O O O O O O O O B O
belly up,shut down a business,The sports team lost their last series & went belly up .,The sports team lost their last series & went shut down .,O O O O O O O O O B I O,O O O O O O O O O B I O
belly up,shut down a business,It takes great effort to make a business survive in the market and 70 % businesses go belly up during the first decade itself .,It takes great effort to make a business survive in the market and 70 % businesses go close during the first decade itself .,O O O O O O O O O O O O O O O O O B I O O O O O O,O O O O O O O O O O O O O O O O O B O O O O O O
belly up,to fail,The industrialist went belly up during the earthquake when his entire land & mills were destroyed .,The industrialist failed during the earthquake when his entire land & mills were destroyed .,O O B I I O O O O O O O O O O O O,O O B O O O O O O O O O O O O
belly up,to fail,The plan went belly up facing the challenges in the market .,The plan failed facing the challenges in the market .,O O B I I O O O O O O O,O O B O O O O O O O
come again,to request someone to repeat what has just been told,I had to ask him to come again because he had started to speak very softly suddenly .,I had to ask him to repeat it because he had started to speak very softly suddenly .,O O O O O O B I O O O O O O O O O O,O O O O O O B I O O O O O O O O O O
come again,to request someone to repeat what has just been told,`` Come again ? I can barely believe that you said this to me ? '',`` Can you repeat what you said ? I can barely believe that you said this to me ? '',O B I O O O O O O O O O O O O O,O B O I I O O O O O O O O O O O O O O O
come again,to request someone to repeat what has just been told,Come again ?,Can you say that again ?,B O O,B I I I O O
quantum leap,to make a significant improvement or dramatic advancement,The store has taken a quantum leap from where it was and seems to be headed strongly in the right direction .,The store has made significant improvement from where it was and seems to be headed strongly in the right direction .,O O O B I I I O O O O O O O O O O O O O O O,O O O B I I O O O O O O O O O O O O O O O
quantum leap,to make a significant improvement or dramatic advancement,I think that she has shown a quantum leap in her performance and should be rewarded accordingly .,I think that she has shown a great imporvement in her performance and should be rewarded accordingly .,O O O O O O O B I O O O O O O O O O,O O O O O O O B I O O O O O O O O O
quantum leap,to make a significant improvement or dramatic advancement,The quantum leap for him came when he got married to a rich business man 's daughter .,The biggest improvement for him came when he got married to a rich business man 's daughter .,O B I O O O O O O O O O O O O O O O,O B I O O O O O O O O O O O O O O O
quantum leap,to make a significant improvement or dramatic advancement,"I understand that you can not take a quantum leap in a day , but I implore you to try .","I understand that you can not make such a significant improvement in a day , but I implore you to try .",O O O O O O B O I I O O O O O O O O O O O,O O O O O O B I O I I O O O O O O O O O O O
quantum leap,to make a significant improvement or dramatic advancement,To take a quantum leap in the direction of your dream will be difficult but never stop striving until you achieve what you have set out for .,To take a significant improvement in the direction of your dream will be difficult but never stop striving until you achieve what you have set out for .,O O O B I O O O O O O O O O O O O O O O O O O O O O O O,O O O B I O O O O O O O O O O O O O O O O O O O O O O O
quantum leap,to make a significant improvement or dramatic advancement,The election of a female Prime Minister is a quantum leap forward for equality in humanity .,The election of a female Prime Minister is a huge step forward for equality in humanity .,O O O O O O O O O B I O O O O O O,O O O O O O O O O B I O O O O O O
bona fide,"to be genuine, verified","The text on this website is bona fides , always .","The text on this website is legitimate , always .",O O O O O O B I O O O,O O O O O O B O O O
bona fide,"to be genuine, verified",This is a bona fide sample of the handwriting of the prince from the17th .,This is a legitimate sample of the handwriting of the prince from the17th .,O O O B I O O O O O O O O O O,O O O B O O O O O O O O O O
bona fide,"to be genuine, verified",I need to secure a bona fide statement of the intent to sell this place before I can put it up .,I need to secure a verified statement of the intent to sell this place before I can put it up .,O O O O O B I O O O O O O O O O O O O O O O,O O O O O B O O O O O O O O O O O O O O O
bona fide,"to be genuine, verified",She decided to take up acting as a career and became the first bona fide actress with an Indian origin in the United States .,She decided to take up acting as a career and became the first real actress with an Indian origin in the United States .,O O O O O O O O O O O O O B I O O O O O O O O O O,O O O O O O O O O O O O O B O O O O O O O O O O
bona fide,"to be genuine, verified","The Google says , `` We gives priority to the bona fides content and text on a website . ''","The Google says , `` We give priority to the verified content and text on a website . ''",O O O O O O B O O O I I O O O O O O O O,O O O O O O B O O O I O O O O O O O O
bona fide,"to be genuine, verified",The new immigration policy is implemented so blindly that it sometimes leads to rejection of bona fide political refugees .,The new immigration policy is implemented so blindly that it sometimes leads to rejection of genuine political refugees .,O O O O O O O O O O O O O O O B I O O O,O O O O O O O O O O O O O O O B O O O
be up on,be well informed about a matter or subject,"If you want to start teaching English to grown-up kids , you need to be up on it else you 're going to be unable to clarify their doubts .","If you want to start teaching English to grown-up kids , you need to be well versed in it else you 're going to be unable to clarify their doubts .",O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O,O O O O O O O O O O O O O O O B I I O O O O O O O O O O O O O
be up on,be well informed about a matter or subject,It is not easy to crack the administrative services interview if you do not be up on the current happenings & news events and So prepare well before hand .,It is not easy to crack the administrative services interview if you do not be well versed in the current happenings & news events and So prepare well before hand .,O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O
be up on,be well informed about a matter or subject,You are going to lose a great chance for being next in the next big project if you do not be up on the presentation well before time .,You are going to lose a great chance for being next in the next big project if you do not be well versed in the presentation well before time,O O O O O O O O O O O O O O O O O O O O O B I O O O O O I,O O O O O O O O O O O O O O O O O O O O O O B O O O O O O
be up on,be well informed about a matter or subject,If you need to learn trigonometry should be the trigonometric formulas and Else you 'll find yourself striving hard while solving challenging questions . '',If you need to learn trigonometry should be well versed in the trigonometric formulas and Else you 'll find yourself striving hard while solving challenging questions . '',O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O B I I O O O O O O O O O O O O O O O O O
rain check,to give an assurance of not doing something right now but later,The couple took a rain check today from the school duties because it is their anniversary and they wanted to spend the day together .,The couple assured the school that they would do their duties later because it is their anniversary and they wanted to spend the day together .,O O B I I I I I O O O O O O O O O O O O O O O O O,O O B O O I O I I O O I O O O O O O O O O O O O O O
rain check,to give an assurance of not doing something right now but later,The children took a rain check from the exam as they were told that it is an optional but important assessment .,The children promised to write the exam not now but later as they were told that it is an optional but important assessment .,O O B I I I I O O O O O O O O O O O O O O O,O O B I I O O I I O I O O O O O O O O O O O O O
rain check,to give an assurance of not doing something right now but later,I will have to take a rain check from going to the kitty party because my son is not well .,I can not attend the kitty party now because my son is not well .,O B I I I I I I I I I O O O O O O O O O O,O B O I O O O I O O O O O O O
wild and woolly,to be carrying a wild look,Their residence is totally wild and woolly but all in all I found them to be warm people .,Their residence is totally dirty but all in all I found them to be warm people .,O O O O B I I O O O O O O O O O O O O,O O O O B O O O O O O O O O O O O
wild and woolly,to be carrying a wild look,The event theme is wild and woolly and hence you can come as yourself .,The event theme is wild and hence you can come as yourself .,O O O O O O B O O O O O O O O,O O O O O O O O O O O O O
wild and woolly,to be carrying a wild look,Have you seen his wild and woolly look ? It is ghastly .,Have you seen his wild look ? It is ghastly .,O O O O O B I O O O O O O,O O O O O O O O O O O
wild and woolly,to be carrying a wild look,I 've seen wild and woolly looks but none as bad as this one . '',I 've seen wild looks but none as bad as this one . '',O O O O B I O O O O O O O O O O,O O O O O O O O O O O O O O
beat around the bush,"speak in a roundabout, indirect or misleading way","When I asked George whether he knew who had taken the files from my desk , he started beating around the bush and refused to give me a direct answer .","When I asked George whether he knew who had taken the files from my desk , he started to avoid the question and refused to give me a direct answer .",O O O O O O O O O O O O O O O O O O B I O I O O O O O O O O O,O O O O O O O O O O O O O O O O O O O B O I O O O O O O O O O
beat around the bush,"speak in a roundabout, indirect or misleading way","I know this discussion is an uncomfortable one , but instead of beating about the bush , let 's come to the point and get over with it .","I know this discussion is an uncomfortable one , but instead of being misleading , let 's come to the point and get over with it .",O O O O O O O O O O O O B I O I O O O O O O O O O O O O O,O O O O O O O O O O O O B I O O O O O O O O O O O O O
beat around the bush,"speak in a roundabout, indirect or misleading way",Quit beating around the bush and tell me what you really want .,Quit being deceptive and tell me what you really want .,O B I I I O O O O O O O O,O B I O O O O O O O O
beat around the bush,"speak in a roundabout, indirect or misleading way",You wo n't get anywhere if you keep beating around the bush .,You wo n't get anywhere if you keep being unclear about what you want .,O O O O O O O O B I I I O,O O O O O O O O B I I I O I O
come to pass,to realise or to understand,The lady has come to pass that she will be in labour soon .,The lady has realized that she will be in labour soon .,O O O B I I O O O O O O O O,O O O B O O O O O O O O
come to pass,to realise or to understand,It came to pass that the respect that I hold for my parents shall never decrease .,I realise the respect that I hold for my parents shall never decrease .,B I I I O O O O O O O O O O O O O,O B O O O O O O O O O O O O
come to pass,to realise or to understand,I have come to pass that passing this exam now is going to be very difficult .,I have understood that passing this exam now is going to be very difficult .,O O B O I O O O O O O O O O O O O,O O B O O O O O O O O O O O O
come to pass,to happen,This moment which has come to pass shall remain the most memorable for me in my life time .,This moment which has happened shall remain the most memorable for me in my life time .,O O O O B I I O O O O O O O O O O O O,O O O O B O O O O O O O O O O O O
come to pass,to happen,It has come to pass that the dividend this year is going to be far lesser than what has been given in the previous years .,It occurs that the dividend this year is going to be far lesser than what has been given in the previous years .,O O B O I O O O O O O O O O O O O O O O O O O O O O,O B O O O O O O O O O O O O O O O O O O O O O
come to pass,to realise or to understand,The lawyer came to pass that the security guard had witnessed the whole incident and can become his most important resource in this case .,The lawyer acknowledged the security guard had witnessed the whole incident and can become his most important resource in this case .,O O B I I I O O O O O O O O O O O O O O O O O O O,O O B O O O O O O O O O O O O O O O O O O O
come to pass,to realise or to understand,My mother came to pass that she had better moved from the city in order to see the entire family together again .,My mother understood that she had better moved from the city in order to see the entire family together again .,O O B O I O O O O O O O O O O O O O O O O O O,O O B O O O O O O O O O O O O O O O O O O
come to pass,to happen,It came to pass that the monarchy ended in this region very early on .,It happened that the monarchy ended in this region very early on .,O B I I O O O O O O O O O O O,O B O O O O O O O O O O O
feel the pinch,experience financial hardship,"Since Farrokh was made redundant , we 've really felt the pinch and we ca n't even afford to buy the kids new shoes .","Since Farrokh was made redundant , we 've really been under financial hardship and we ca n't even afford to buy the kids new shoes .",O O O O O O O O O B O I O O O O O O O O O O O O O,O O O O O O O O O B I I I O O O O O O O O O O O O O
feel the pinch,experience financial hardship,All the major companies are feeling the pinch this year .,All the major companies are feeling financial hardship this year .,O O O O O O O B O O O,O O O O O O B I O O O
feel the pinch,experience financial hardship,"Since the benefit cuts have been introduced , a lot of low income households are feeling the pinch .","Since the benefit cuts have been introduced , a lot of low income households are feeling the financial hardship .",O O O O O O O O O O O O O O O O O B O,O O O O O O O O O O O O O O O O O B I O
ring fence,to create a separate legal entity through the way of off-shore accounting in order to protect some assets in a corporation,It was the ring fencing that protected this company from an almost certain doom .,It was the fancy accounting act that protected this company from an almost certain doom .,O O O B I O O O O O O O O O O,O O O B I I O O O O O O O O O O
ring fence,to create a separate legal entity through the way of off-shore accounting in order to protect some assets in a corporation,Over million dollars was ring fenced for improvements to the transport system .,Over million dollars was protected by accounting act for improvements to the transport system .,O O O O B I O O O O O O O,O O O O B I I I O O O O O O O
ring fence,to create a separate legal entity through the way of off-shore accounting in order to protect some assets in a corporation,The money was ring fenced for launching the new project .,The money was protected by accounting act for launching the new project .,O O O B I O O O O O O,O O O B I I I O O O O O O
you can't take it with you,no one takes their wealth to next world after passing away,You ca n't take it with you so please get over the obsession with this house .,You ca n't take it with you to your next life so please get over the obsession with this house .,O O O O O O O O O O O O O O O O O,O O O O O O O B I I I O O O O O O O O O O
you can't take it with you,no one takes their wealth to next world after passing away,"Please stop fussing over the money , you ca n't take it with you .","Please stop fussing over the money , you 'll lose it when you die .",O O O O O O O O B I I O I O O,O O O O O O O O B I O I O I O
you can't take it with you,no one takes their wealth to next world after passing away,He sought material wealth without realizing he could n't take it with him .,He sought material wealth without realizing he 'd be unable to keep it after dying .,O O O O O O O B I I O I I O,O O O O O O O B I I I I O I I O
lion's share,the biggest part of something,My sister grabbed the lion 's share of the pizza .,My sister grabbed most of the pizza .,O O O O B I I O O O O,O O O B O O O O
lion's share,the biggest part of something,They are wasting the lion 's share of their income by paying for the unnecessarily big house .,They are wasting the majority of their income by paying for the unnecessarily big house .,O O O O B I I O O O O O O O O O O O,O O O O B O O O O O O O O O O O
lion's share,the biggest part of something,Susana claimed the lion 's share of the money for her success at the concert .,Susana claimed the majority of the money for her success at the concert .,O O O B I I O O O O O O O O O O,O O O B O O O O O O O O O O
lion's share,the biggest part of something,"John was a really deserving candidate , so he got the lion 's share of credit for the social service contest .","John was a really deserving candidate , so he got a great amount of credit for the social service contest .",O O O O O O O O O O O B I I O O O O O O O O,O O O O O O O O O O O B I O O O O O O O O
lion's share,the biggest part of something,"Rose is doing a great business , her new products account for the lion 's share of its profit .","Rose is doing a great business , her new products account for a lot of its profit .",O O O O O O O O O O O O B I I I O O O O,O O O O O O O O O O O O O B O O O O
lion's share,the biggest part of something,Their athletes won the lion 's share of the medals .,TheirÂ athletesÂ wonÂ theÂ largest proportionÂ ofÂ theÂ medals .,B I I I I I I I I O O,B I I I I I I I O O
tall poppy,a privileged or distinguished person,Recently a party was hosted in the city where all the tall poppies were invited to raise charity for clean shelters in suburbs .,Recently a party was hosted in the city where all the wealthy people were invited to raise charity for clean shelters in suburbs .,O O O O O O O O O O O B I O O O O O O O O O O O,O O O O O O O O O O O B I O O O O O O O O O O O
tall poppy,a privileged or distinguished person,During an award show all the tall poppies were invited on stage to present the star of the millennium award .,During an award show all the distinguished people were invited on stage to present the star of the millennium award .,O O O O O O B I O O O O O O O O O O O O O,O O O O O O B I O O O O O O O O O O O O O
tall poppy,a privileged or distinguished person,I have interviewed many tall poppies & have found that most of them believe in philanthropy thus changing my belief about them .,I have interviewed many distinguished people & have found that most of them believe in philanthropy thus changing my belief about them .,O O O O B I O O O O O O O O O O O O O O O O O,O O O O B I O O O O O O O O O O O O O O O O O
toot one's own horn,to draw attention to one's self,My father told me never to toot my own horn .,My father told me never to draw attention to myself .,O O O O O O B I I I O,O O O O O O B I O I O
toot one's own horn,to draw attention to one's self,"Toot your own horn , because I am not going to toot it for you and It 's good to","Draw attention to yourself , because I am not going to draw it for you and It 's good to",B I I I O O O O O O O I O O O O O O O O,B I O I O O O O O O O I O O O O O O O O
toot one's own horn,to draw attention to one's self,"As a young girl , her father would tell her , `` Do n't toot your own horn , but your hard work will be rewarded . ''","As a young girl , her father would tell her , `` Do n't draw attention to yourself , but your hard work will be rewarded . ''",O O O O O O O O O O O O O O B O I I O O O O O O O O O O,O O O O O O O O O O O O O O B I I I O O O O O O O O O O
finishing touch,final touch ups enhancing or ending a work,Pamela put the final touches on the bride 's makeup and stepped back to admire his handwork .,Pamela put some last minute touch ups on the bride 's makeup and stepped back to admire his handwork .,O O O B I O O O O O O O O O O O O O,O O B I I I I O O O O O O O O O O O O O
